Category,Case Number,Crime Date and Time,Report Date,Incident Description,Residential Occurance,Disposition,Location,Lat V Lookup,Lon V Lookup,lat,lon
Criminal Mischief,CSA20130085,12/13/2013 - 1:30pm,12/13/2013,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130086,12/13/2013 - 1:20pm,12/13/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Criminal Mischief,CSA20130087,12/13/2013 - 12:55pm,12/13/2013,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20130088,12/13/2013 - 10:15am,12/13/2013,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Theft,20133370,11/29/2013 - 1:45pm,12/12/2013,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed,720 SPORTS CENTER DR,38.027044,-84.500178,38.027044,-84.500178
Theft,20133371,11/21/2013 - 3:30pm,12/12/2013,TBUT OR DISP BICYCLES U/$500/M,No,Closed,769 WOODLAND AVE,38.03108,-84.500905,38.031080,-84.500905
Assault,20133375,12/12/2013 - 6:55pm,12/12/2013,ASSAULT 2ND/F,No,Cleared By Arrest,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Criminal Mischief,20133369,12/11/2013 - 5:32pm,12/12/2013,CRIMINAL MISCHIEF 1ST/F,Yes,Open,361 HUGUELET DR,38.031734,-84.504161,38.031734,-84.504161
Assault,CSA20130082,12/12/2013 - 12:00am,12/12/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130083,12/12/2013 - 12:35pm,12/12/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130084,12/12/2013 - 1:35pm,12/12/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Alcohol Intoxication,20133354,12/11/2013 - 2:11am,12/11/2013,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,SOUTH LIMESTONE ST & WALLER AVE,38.028101,-84.510678,38.028101,-84.510678
Disorderly Conduct,20133356,12/11/2013 - 3:53am,12/11/2013,DISORDERLY CONDUCT 1ST/M,No,Cleared By Arrest,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Criminal Mischief,2013196968,12/09/2013 - 6:00pm,12/11/2013,"CRIMINAL MISCHIEF 3RD/M, HARASSING COMMUNICATIONS/M",No,Closed - Lexington Police Report,845 RED MILE RD,38.043891,-84.525186,38.043891,-84.525186
Assault,20133358,12/11/2013 - 7:50am,12/11/2013,ASSAULT 2ND/F,No,Closed,740 SOUTH LIMESTONE ST,#N/A,#N/A,#N/A,#N/A
Harassing Communications,20133362,12/09/2013 - 6:00pm,12/11/2013,HARASSING COMMUNICATIONS/M,No,Closed,401 HILLTOP AVE,38.032903,-84.501733,38.032903,-84.501733
Theft,20133364,12/11/2013 - 3:30pm,12/11/2013,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open,1540 UNIVERSITY DR,38.023281,-84.506236,38.023281,-84.506236
Theft,20133363,12/11/2013 - 8:00am,12/11/2013,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed,1540 UNIVERSITY DR,38.023281,-84.506236,38.023281,-84.506236
Theft,20133366,12/11/2013 - 5:00pm,12/11/2013,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,401 HILLTOP AVE,38.032903,-84.501733,38.032903,-84.501733
Criminal Mischief,CSA20130079,12/11/2013 - 11:45am,12/11/2013,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Criminal Mischief,CSA20130080,12/11/2013 - 7:40pm,12/11/2013,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130081,12/11/2013 - 7:24pm,12/11/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Burglary,20133350,12/09/2013 - 8:30pm,12/10/2013,BURGLARY 3RD/F,No,Closed,135 GRAHAM AVE,38.035977,-84.506317,38.035977,-84.506317
Theft,20133352,12/10/2013 - 3:00pm,12/10/2013,"TBUT OR DISP FROM BUILDING U/$500/M, FRAUD USE CRED CARD U/$500 W/6 MONTH PERIOD/M",No,Closed,115 HUGUELET DR,38.033138,-84.505823,38.033138,-84.505823
Burglary,20133346,12/06/2013 - 8:00am,12/10/2013,"BURGLARY 3RD/F, FLEEING OR EVADING POLICE 1ST (ON FOOT)/F",No,Open,900 SOUTH LIMESTONE ST,#N/A,#N/A,#N/A,#N/A
Theft,20133349,12/06/2013 - 5:00pm,12/10/2013,TBUT OR DISP ALL OTHERS U/$500/M,No,Open,342 ROSE ST,38.038744,-84.49843,38.038744,-84.498430
Assault,CSA20130077,12/10/2013 - 3:20pm,12/10/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130078,12/10/2013 - 5:50pm,12/10/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Criminal Mischief,20133351,12/10/2013 - 8:15am,12/10/2013,CRIMINAL USE OF NOXIOUS SUBSTANCE/M,No,Open,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
DUI,20133334,12/09/2013 - 2:28am,12/9/2013,"CARELESS DRIVING, NO OPERATORS-MOPED LICENSE/M, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST/M",No,Cleared By Arrest,SOUTH LIMESTONE ST & CONN TERR,38.030737,-84.509762,38.030737,-84.509762
Theft,20133342,12/04/2013 - 11:00am,12/9/2013,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Closed,769 WOODLAND AVE,38.03108,-84.500905,38.031080,-84.500905
Theft,20133343,12/09/2013 - 7:00pm,12/9/2013,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Open,721 SPORTS CENTER DR,38.027044,-84.500178,38.027044,-84.500178
Theft,20133337,12/09/2013 - 10:30am,12/9/2013,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Closed,404 SOUTH LIMESTONE ST,38.040377,-84.504014,38.040377,-84.504014
Assault,CSA20130074,12/09/2013 - 1:00pm,12/9/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130075,12/09/2013 - 3:52pm,12/9/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130076,12/09/2013 - 5:35pm,12/9/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Motor Vehicle Theft,2013-0-689,12/08/2013 - 10:00am,12/9/2013,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F, TBUT OR DISP AUTO $10,000 OR MORE BUT U/$1,000,000/F, CRIMINAL MISCHIEF 1ST/F (ORIGINAL REPORT WAS CSA20130073)",No,Closed - Other Agency Report,"380 J.M. FELTNER RD, LONDON, KY",37.078954,-84.036622,37.078954,-84.036622
Alcohol Intoxication,20133320,12/08/2013 - 12:04am,12/8/2013,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,1540 UNIVERSITY DR,38.023281,-84.506236,38.023281,-84.506236
Drug Violations,20133321,12/08/2013 - 12:33pm,12/8/2013,"POSS OF MARIJUANA/M, DRUG PARAPHERNALIA - BUY/POSSESS/M, PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL",No,Citation issued,1540 UNIVERSITY DR,38.023281,-84.506236,38.023281,-84.506236
Drug Violations,20133322,12/08/2013 - 1:02am,12/8/2013,"DRUG PARAPHERNALIA - BUY/POSSESS/M, POSS OF MARIJUANA/M",No,Citation issued,756 WOODLAND AVE,38.03106,-84.500878,38.031060,-84.500878
Alcohol Intoxication,20133323,12/08/2013 - 3:11am,12/8/2013,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Assault,20133325,12/08/2013 - 12:45pm,12/8/2013,"ASSAULT 4TH (MINOR INJURY)/M, ASSAULT 4TH (NO VISIBLE INJURY)/M",No,Cleared By Arrest,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
Theft,20133332,11/08/2013 - 8:00am,12/8/2013,"RECEIVING STOLEN PROPERTY U/$10,000/F, TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",Yes,Citation issued,769 WOODLAND AVE,38.03108,-84.500905,38.031080,-84.500905
Assault,20133333,12/08/2013 - 7:00pm,12/8/2013,ASSAULT 4TH (MINOR INJURY)/M,No,Unfounded,UNIVERSITY CT,38.019482,-84.510599,38.019482,-84.510599
Sex Offenses,20133329,12/07/2013 - 12:50am,12/8/2013,"HARASSMENT - PHYSICAL CONTACT - NO INJURY/M, SODOMY 1ST/F",Yes,Open,WOODLAND AVE,38.034494,-84.496041,38.034494,-84.496041
Assault,20133313,12/07/2013 - 2:45am,12/7/2013,ASSAULT 4TH (MINOR INJURY)/M,No,Open,456 ROSE ST,38.03646,-84.501689,38.036460,-84.501689
Assault,2013195264,12/07/2013 - 2:15am,12/7/2013,ASSAULT 2ND/F,No,Closed - Lexington Police Report,EAST MAXWELL ST & SOUTH MLK BLVD,38.042159,-84.499875,38.042159,-84.499875
Alcohol Intoxication,201351120,12/06/2013 - 12:12am,12/6/2013,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Closed - N/A,COLUMBIA AVE & PENNSYLVANIA TER,38.034364,-84.50124,38.034364,-84.501240
Alcohol Intoxication,2013193753,12/04/2013 - 3:35pm,12/6/2013,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Closed - Lexington Police Report,SOUTH LIMESTONE ST & EAST MAXWELL ST,38.043396,-84.501279,38.043396,-84.501279
Assault,CSA20130067,12/06/2013 - 9:25am,12/6/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130068,12/06/2013 - 10:15am,12/6/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Burglary,20133307,12/06/2013 - 8:45am,12/6/2013,BURGLARY 3RD/F,No,Open,550 SOUTH LIMESTONE ST,#N/A,#N/A,#N/A,#N/A
Liquor Law Violation,20133311,12/06/2013 - 11:12pm,12/6/2013,"PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL, ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE), DISORDERLY CONDUCT 2ND/M, HARASSMENT - PHYSICAL CONTACT - NO INJURY/M, RESISTING ARREST/M",No,Cleared By Arrest,319 COLUMBIA AVE,38.035439,-84.502436,38.035439,-84.502436
All Other Offenses,20133312,12/06/2013 - 11:55pm,12/6/2013,INDECENT EXPOSURE 2ND/M,No,Closed,701 SPORTS CENTER DR,38.027044,-84.500178,38.027044,-84.500178
Alcohol Intoxication,2013193420,12/04/2013 - 12:23am,12/5/2013,"ALCOHOL INTOX IN PUBLIC PLACE-3RD OR > OFF W/12 MO, BEGGING OR SOLICITING ALMS OR MONEY PROHIBITED, CRIMINAL TRESPASSING-3RD DEGREE, RESISTING ARREST",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761,38.043064,-84.502761
Assault,CSA20130064,12/05/2013 - 5:18am,12/5/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Theft,20133292,12/05/2013 - 7:56am,12/5/2013,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open,740 SOUTH LIMESTONE ST,#N/A,#N/A,#N/A,#N/A
Burglary,20133294,12/05/2013 - 8:30am,12/5/2013,BURGLARY 3RD/F,No,Open,138 LEADER AVE,38.033326,-84.510511,38.033326,-84.510511
Theft,20133296,11/18/2013 - 8:00am,12/5/2013,TBUT OR DISP ALL OTHERS U/$500/M,Yes,Closed,447 PENNSYLVANIA AVE,38.034093,-84.499492,38.034093,-84.499492
Theft,20133301,12/05/2013 - 1:30pm,12/5/2013,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Drug Violations,20133303,12/05/2013 - 10:00pm,12/5/2013,DRUG PARAPHERNALIA - BUY/POSSESS/M,Yes,Citation issued,758 WOODLAND AVE,38.029441,-84.502532,38.029441,-84.502532
Assault,20133304,12/05/2013 - 11:39pm,12/5/2013,ASSAULT 4TH MINOR INJURY/M,Yes,Open,769 WOODLAND AVE,38.03108,-84.500905,38.031080,-84.500905
Harassing Communications,20133293,12/02/2013 - 2:03pm,12/5/2013,HARASSING COMMUNICATIONS/M,No,Closed,406 ADMINISTRATION DR,38.03902,-84.505081,38.039020,-84.505081
Theft,20133297,12/04/2013 - 2:00pm,12/5/2013,TBUT OR DISP ALL OTHERS U/$500/M,No,Open,SCOTT ST,38.039863,-84.507146,38.039863,-84.507146
Assault,CSA20130065,12/05/2013 - 5:00pm,12/5/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130066,12/05/2013 - 3:50pm,12/5/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
DUI,20133276,12/04/2013 - 2:49am,12/4/2013,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST/M,No,Cleared By Arrest,NICHOLASVILLE RD & FARM RD,38.026594,-84.511209,38.026594,-84.511209
Theft,20133284,12/04/2013 - 1:50pm,12/4/2013,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed,140 PATTERSON DR,38.038113,-84.503779,38.038113,-84.503779
Burglary,20133287,12/04/2013 - 8:00pm,12/4/2013,BURGLARY 3RD/F,No,Open,1401 NICHOLASVILLE RD,38.02714,-84.511436,38.027140,-84.511436
Theft,20133279,11/26/2013 - 5:00pm,12/4/2013,TBUT DISP ALL OTHERS U/$500/M,No,Closed,232 EAST MAXWELL ST,#N/A,#N/A,#N/A,#N/A
Theft,20133281,12/04/2013 - 8:00am,12/4/2013,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Assault,CSA20130060,11/29/2013 - 10:00pm,12/4/2013,ASSAULT 4TH,No,Closed - CSA,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Assault,CSA20130063,12/04/2013 - 12:29pm,12/4/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Theft,20133277,11/27/2013 - 4:00pm,12/4/2013,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Drug Violations,20133267,12/03/2013 - 12:32am,12/3/2013,"DISREGARDING STOP SIGN, POSS OF MARIJUANA/M",No,Citation issued,ALUMNI DR & UNIVERSITY DR,38.021822,-84.509457,38.021822,-84.509457
Assault,20133269,12/02/2013 - 5:30pm,12/3/2013,ASSAULT 4TH MINOR INJURY/M,No,Closed - Cleared By Exception,800 ROSE ST,38.03186,-84.508632,38.031860,-84.508632
Assault,201350853,12/03/2013 - 8:00pm,12/3/2013,ASSAULT 4TH,No,Closed - N/A,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
Criminal Mischief,2013191839,12/01/2013 - 2:00am,12/3/2013,CRIMINAL MISCHIEF 2ND/M,No,Closed - Lexington Police Report,236 LEXINGTON AVE,38.042424,-84.497558,38.042424,-84.497558
Assault,CSA20130061,12/03/2013 - 10:50am,12/3/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130062,12/03/2013 - 7:25pm,12/3/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
DUI,20133254,12/02/2013 - 3:11am,12/2/2013,"SPEEDING 21 MPH OVER LIMIT, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 1ST AGG CIRCUM/M, FAILURE TO NOTIFY ADRS CHANGE TO DEPT OF TRANS/M",No,Cleared By Arrest,SOUTH LIMESTONE ST & VIRGINIA AVE,38.034917,-84.508334,38.034917,-84.508334
Theft,20133257,12/02/2013 - 12:30pm,12/2/2013,TBUT OR DISP FROM BUILDING U/$500/M,No,Open,404 SOUTH LIMESTONE ST,38.040377,-84.504014,38.040377,-84.504014
Criminal Mischief,20133259,12/02/2013 - 8:00am,12/2/2013,CRIMINAL MISCHIEF 2ND/M,No,Closed,LINDEN WALK,38.037093,-84.498966,38.037093,-84.498966
Theft,20133260,11/29/2013 - 4:00pm,12/2/2013,TBUT OR DISP BICYCLES U/$500/M,No,Closed,140 PATTERSON DR,38.038113,-84.503779,38.038113,-84.503779
Theft,20133262,11/26/2013 - 5:00pm,12/2/2013,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open,430 COMPLEX DR,38.029363,-84.505258,38.029363,-84.505258
All Other Offenses,2013192784,12/02/2013 - 11:30pm,12/2/2013,"RECKLESS DRIVING, FLEEING/EVADING POLICE 1ST MOTOR VEHICLE, WANTON ENDANGERMENT 1ST, RECEIVING STOLEN PROPERTY (FIREARM), POSS OF HANDGUN BY MINOR 1ST, TAMPERING W/PHYSICAL EVIDENCE, TRAFF IN CONT SUB, 1D1O LESS4GMS COCAINE",No,Closed - Lexington Police Report,TATES CREEK RD & MONTCLAIR DR,38.019568,-84.494324,38.019568,-84.494324
Theft,20133258,11/13/2013 - 2:00pm,12/2/2013,TBUT OR DISP OF BICYCLE U/$500/M,No,Closed,UNIVERSITY DR,38.026936,-84.505972,38.026936,-84.505972
Assault,CSA20130058,12/02/2013 - 6:00pm,12/2/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130059,12/02/2013 - 5:40pm,12/2/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
DUI,20133245,12/01/2013 - 12:51am,12/1/2013,"DISREGARDING TRAFFIC CONTROL DEVICE, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 1ST AGG CIRCUM/M",No,Cleared By Arrest,SOUTH LIMESTONE ST & TRANSCRIPT AVE,38.03154,-84.509478,38.031540,-84.509478
DUI,20133246,12/01/2013 - 3:27am,12/1/2013,"OPERATING ON SUS OR REV OL/M, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST/M, FAILURE TO PRODUCE INSURANCE CARD",No,Cleared By Arrest,EAST MAXWELL ST & STONE AVE,38.04048,-84.497974,38.040480,-84.497974
Criminal Trespass,20133247,12/01/2013 - 9:00am,12/1/2013,CRIMINAL TRESPASSING 3RD,No,Cleared By Arrest,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
Theft,20133249,12/01/2013 - 10:00am,12/1/2013,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
All Other Offenses,20131920853,12/01/2013 - 9:45pm,12/1/2013,"STALKING, HARASSING COMMUNICATIONS",No,Closed - Lexington Police Report,VARIOUS LOCATIONS,38.040584,-84.503716,38.040584,-84.503716
DUI,20133241,11/30/2013 - 3:19am,11/30/2013,"ONE HEADLIGHT, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 1ST AGG CIRCUM/M",No,Cleared By Arrest,NICHOLASVILLE RD & SHAWNEE PLACE,38.021996,-84.51286,38.021996,-84.512860
Disorderly Conduct,20133244,11/30/2013 - 8:33pm,11/30/2013,DISORDERLY CONDUCT 2ND/M,No,Cleared By Arrest,1540 UNIVERSITY DR,38.023281,-84.506236,38.023281,-84.506236
DUI,20133236,11/29/2013 - 2:41am,11/29/2013,"SPEEDING 21 MPH OVER LIMIT, FAILURE TO PRODUCE INSURANCE CARD, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST/M, POSS OPEN ALC BEVERAGE CONTAIN IN MOTOR VEH PROHIBITED",No,Cleared By Arrest,NICHOLASVILLE RD & ALUMNI DR,38.023087,-84.512476,38.023087,-84.512476
Assault,CSA20130054,11/29/2013 - 11:35am,11/29/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130055,11/29/2013 - 1:52pm,11/29/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130056,11/29/2013 - 3:45pm,11/29/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130057,11/29/2013 - 1:56pm,11/29/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
DUI,20133234,11/28/2013 - 3:19am,11/28/2013,"CARELESS DRIVING, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST/M",No,Cleared By Arrest,SOUTH LIMESTONE ST & WINSLOW ST,38.041518,-84.503853,38.041518,-84.503853
Drug Violations,20133233,11/28/2013 - 1:35am,11/28/2013,"NO REGISTRATION PLATES, DRUG PARAPHERNALIA-BUY/POSSESS/M",No,Citation issued,EAST MAXWELL ST & ROSE ST,38.039702,-84.497097,38.039702,-84.497097
Drug Violations,20133227,11/27/2013 - 12:28am,11/27/2013,"POSS OF MARIJUANA/M, DRUG PARAPHERNALIA-BUY/POSSESS/M, PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL, UNLAWFUL TRANSACTION W/MINOR 3RD/M, FAILURE TO ILLUMINATE HEADLAMPS, INSTRUCTIONAL PERMIT VIOLATIONS, POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEHICLE PROHIBITED, FLEEING/EVADING POLICE 2ND (ON FOOT)/M, TBUT OR DISP ALL OTHERS U/$500/M",No,Citation issued,NICHOLASVILLE RD & FARM RD,38.026594,-84.511209,38.026594,-84.511209
Theft,CSA20130053,11/07/2013 - 12:00am,11/27/2013,TBUT FROM BUILDING U/$500/M,No,Closed - CSA,597 SOUTH UPPER ST,#N/A,#N/A,#N/A,#N/A
Drug Violations,20133229,11/27/2013 - 10:15am,11/27/2013,DRUG PARAPHERNALIA - BUY/POSSESS/M,Yes,Citation issued,340 HILLTOP AVE,38.032549,-84.503017,38.032549,-84.503017
Theft,20133222,11/12/2013 - 10:00am,11/26/2013,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
All Other Offenses,20133224,11/26/2013 - 2:50pm,11/26/2013,INDECENT EXPOSURE 2ND/M,No,Open,301 HILLTOP AVE,38.033407,-84.50395,38.033407,-84.503950
Burglary,20133223,11/24/2013 - 5:00pm,11/26/2013,BURGLARY 2ND/F,Yes,Open,758 WOODLAND AVE,38.029441,-84.502532,38.029441,-84.502532
Theft,2013186226,11/16/2013 - 12:01am,11/25/2013,"TBUT OR DISP ALL OTHERS U/$500/M, FRAUDULENT USE CRDIT CARD AFTER REP LOST/STOL U500/M",No,Closed - Lexington Police Report,800 ROSE ST,38.03186,-84.508632,38.031860,-84.508632
Drug Violations,2013187783,11/23/2013 - 3:09am,11/25/2013,"FAILURE TO GIVE RIGHT OF WAY TO EMERGENCY STOPPED, OPER MOTOR VEHICLE U/INFLU/ALCOHOL <21 YOA, POSS OF MARIJUANA/M, PERSON 18-20 POSS/PURC/HAVE ANOTHER PURCHAS ALCOHO",No,Closed - Lexington Police Report,ALUMNI DR & NICHOLASVILLE RD,38.023087,-84.512476,38.023087,-84.512476
Theft,20133217,11/25/2013 - 1:55pm,11/25/2013,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,505 ROSE ST,38.035484,-84.503489,38.035484,-84.503489
Criminal Mischief,20133219,11/25/2013 - 4:45pm,11/25/2013,CRIMINAL MISCHIEF 1ST/F,No,Cleared By Arrest,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
Terroristic Threatening,CSA20130050,11/25/2013 - 3:00pm,11/25/2013,TERRORISTIC THREATENING 3RD,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130051,11/25/2013 - 5:46pm,11/25/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130052,11/25/2013 - 6:50pm,11/25/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
DUI,20133205,11/24/2013 - 2:45am,11/24/2013,"CARELESS DRIVING, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST OFF/M",No,Cleared By Arrest,SOUTH LIMESTONE & TRANSCRIPT AVE,38.03154,-84.509478,38.031540,-84.509478
Theft,20133206,11/22/2013 - 11:00pm,11/24/2013,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed,110 TRANSCRIPT AVE,38.031633,-84.509949,38.031633,-84.509949
Theft,20133210,11/23/2013 - 8:00pm,11/24/2013,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed,800 ROSE ST,38.03186,-84.508632,38.031860,-84.508632
Alcohol Intoxication,201349744,11/24/2013 - 12:53am,11/24/2013,ALCOHOL INTOXICATION IN A PUBLIC PLACE,Yes,Closed - Disciplinary Referral,758 WOODLAND AVE,38.029441,-84.502532,38.029441,-84.502532
Assault,CSA20130046,11/24/2013 - 11:10am,11/24/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130047,11/24/2013 - 3:31pm,11/24/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130048,11/24/2013 - 4:05pm,11/24/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20130049,11/24/2013 - 3:24pm,11/24/2013,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
All Other Offenses,20133215,11/22/2013 - 10:00am,11/24/2013,FORGERY 1ST/F,No,Closed,770 WOODLAND AVE,38.031014,-84.50094,38.031014,-84.500940
